Location,Year,1,2,3,4,5,6,7,8,9,10,11,12
SG KELANTAN,2017,13.51354839,9.233214286,8.826129032,8.917333333,9.219032258,9.539333333,9.751935484,9.31516129,9.225,8.979032258,9.916,10.12548387
SG KELANTAN,2018,10.71322581,8.733928571,8.123548387,7.843333333,7.975806452,8.083,8.176774194,8.262580645,8.687333333,8.728064516,9.063333333,9.71
SG KELANTAN,2019,8.180967742,7.580357143,7.421290323,7.533,7.705806452,8.069333333,7.776774194,7.854193548,7.923333333,8.228709677,9.114666667,9.879032258
SG LANAS,1981,25.25384615,25.3625,25.07419355,25.11866667,25.30645161,25.13966667,25.12903226,25.10258065,25.636,25.22903226,25.64166667,25.96290323
SG LANAS,1982,25.28419355,25.09678571,25.0483871,25.19166667,25.15677419,25.445,25.32806452,25.27354839,25.27133333,25.4416129,25.59966667,25.94967742
SG LANAS,1983,25.56580645,25.13178571,25.01322581,24.916,25.04129032,25.48966667,25.69451613,25.68258065,25.67033333,25.65774194,25.646,25.63451613
SG LANAS,1984,25.62258065,25.61068966,25.59806452,25.58666667,25.57483871,25.56333333,25.5516129,25.53806452,25.358,25.34322581,25.282,26.35483871
SG LANAS,1985,25.40612903,25.3375,25.81096774,25.20466667,25.50580645,25.31633333,25.13322581,25.11903226,25.60966667,25.90322581,25.51266667,25.68580645
SG LANAS,1986,25.46064516,25.06714286,25.05967742,24.972,25.01806452,25.48233333,25.26645161,25.07677419,25.18966667,25.48129032,25.50966667,26.74677419
SG LANAS,1987,25.39677419,25.17714286,25.0516129,25.042,25.22483871,25.115,24.96225806,25.10096774,25.135,25.49,25.36233333,27.05870968
